id,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions
117,tt9086228,Gretel e Hansel,Gretel & Hansel,2020,"Fantasy, Horror, Mystery",87,"Canada, USA, Ireland, South Africa",English,Oz Perkins,Rob Hayes,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",5.3,18390,"https://m.media-amazon.com/images/M/MV5BOTIyYWJjZDctODY4OC00NWExLWE2NTktZmY0MWY2YWZjMWIxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Siblings, Gretel and Hansel live in the countryside with their mother. When times are hard and Gretel can't find work, their mother sends them out to fend for themselves. As they journey through the dark forest without clothes nor supplies, they come upon a house with good-smelling food, and decide to temporarily stay there in care of an old woman. As they recover from fatigue, they uncover odd things which might prevent them from getting out alive."
118,tt6048922,Greyhound: il nemico invisibile,Greyhound,2020,"Action, Drama, History",91,"USA, Canada, China",English,Aaron Schneider,"Tom Hanks, C.S. Forester","Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",7,48181,"https://m.media-amazon.com/images/M/MV5BZTFkZjYxNWItZmE2MC00MGE4LWIxYTgtZmIzOWM1YmI2YWEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Based upon the novel ""The Good Shepherd"" by C S Forester, this is the thrilling story of an Allied convoy crossing the North Atlantic in 1942 as it faces relentless attack by a German submarine wolf pack. The leader of the convoy's destroyer screen is a US Navy commander making his first Atlantic crossing. The story focuses on the his command responsibility as he fights the cold, the relentless night, the brutal sea, and his deep fatigue as he chases down the attacking submarines in the deadly game of cat and mouse. The exciting story, a thrilling ride-along with the beleaguered captain, so deeply portrays the elements of battle command that for a long period of time the book was used as a text at the US Naval Academy."
119,tt8503618,Hamilton,Hamilton,2020,"Biography, Drama, History",160,USA,English,Thomas Kail,"Lin-Manuel Miranda, Ron Chernow","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",8.7,37551,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX182_CR0,0,182,268_AL_.jpg","    ""Hamilton"" is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B, and show tunes, ""Hamilton"" has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theater--a musical that has had a profound impact on culture, politics, and education. Captured at the Richard Rodgers Theater on Broadway in June 2016, the film transports its audience into the world of the Broadway show in a uniquely intimate way."
120,tt11656172,Hard Kill,Hard Kill,2020,"Action, Thriller",98,USA,English,Matt Eskandari,"Joe Russo, Chris LaMont","The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2.9,1109,"https://m.media-amazon.com/images/M/MV5BMmFhM2U0N2YtZDA3NS00MDcxLThlZTMtNTEwMGNiZWExNmJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it."
121,tt11127512,Heartbeat,Heartbeat,2020,Thriller,73,USA,English,Gregory Hatanaka,"Nicole D'Angelo, Gregory Hatanaka",A reporter finds her life in danger when the story she has published results in several murders that come closer to her.,7.3,939,"https://m.media-amazon.com/images/M/MV5BMDVmNTM5YWUtZGQ1Mi00Y2RjLTkzODItMDQ1MTM0OWMxZmU5XkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg",    A reporter finds her life in danger when the story she has published results in several murders that come closer to her.
122,tt5167200,Heavenquest: A Pilgrim's Progress,Heavenquest: A Pilgrim's Progress,2020,"Action, Adventure, Fantasy",92,USA,English,Matt Bilen,"Matt Bilen, Dan Mark","A regal man named Vangel is thrust on a journey against his will when he is mysteriously arrested and begins to have strange visions of a woman in white. Armed with an ancient book that he receives from a wise sage, his adventure begins.",3.4,154,"https://m.media-amazon.com/images/M/MV5BNDk5MGYxZmUtNmJjNC00Y2JjLWJiMTEtMDY4M2QzNzAxNjJiXkEyXkFqcGdeQXVyNDczODQwOTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","    A regal man named Vangel is thrust on a journey against his will when he is suddenly and mysteriously arrested. Injured and lost after escaping the dark king's men, Vangel begins to have strange dreams and visions of a mysterious woman in white calling him from the unknown territory of the North. Armed with a book called ""The Record of the Ancients"" that he receives from a wise sage named Elder, Vangel embarks on an adventure that takes him through treacherous mountain range, unending deserts, the Lake of Doubts, and the Forest of No Return. Along the way, travel companions share about a fabled good king and his son in the North if he can make it there alive."
123,tt7453138,Her Name Was Christa,Her Name Was Christa,2020,"Horror, Romance, Thriller",119,USA,English,James L. Edwards,James L. Edwards,"Stephen is a socially awkward, middle aged telemarketer and is desperately alone. At the suggestion of Nick, a co-worker, he goes out into the night to find a prostitute for ""The Girlfriend...",4.5,279,"https://m.media-amazon.com/images/M/MV5BZWU4MmExYzktMTgyNi00NjFiLTk1NTYtNGYzNzBmOWFiZTllXkEyXkFqcGdeQXVyMTE4MTk3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Stephen is a socially awkward, middle aged telemarketer and is desperately alone. At the suggestion of Nick, a co-worker, he goes out into the night to find a prostitute for ""The Girlfriend Experience"". With this, he meets Christa, a streetwise call girl who's happy to fulfill his needs. Yet something unexpected happens. What starts as a business agreement blossoms into true love. But what happens when death enters the picture? How far would you go to keep the one person you've always wanted?"
124,tt9636630,Home Sweet Home,Home Sweet Home,2020,"Comedy, Drama, Romance",84,USA,English,Juan Mas,Lesley Ann McDaniel,"Bored with her social butterfly lifestyle, Victoria Tremont longs to find that special someone. Naturally, when a handsome stranger walks into the coffee shop where she works, she turns on ...",4.6,233,"https://m.media-amazon.com/images/M/MV5BMDMzNzVmMWYtM2FmYi00YzJlLTk1YTItZTU3ZDJlNTMxZjkxXkEyXkFqcGdeQXVyMjQwNjk5MDA@._V1_UX182_CR0,0,182,268_AL_.jpg","    Bored with her social butterfly lifestyle, Victoria Tremont longs to find that special someone. Naturally, when a handsome stranger walks into the coffee shop where she works, she turns on the charm. But when he fails to respond to her flirting the way men usually do, she's perplexed. She finds out that he runs a ministry that builds affordable housing, and sees that if she wants to get his attention, all she has to do is volunteer. So what if it's a faith-based ministry. Pretending to be a ""church person"" isn't any different than pretending to like sports or a guy's friends, right? Jason Holman has relocated, hoping to get away from women who don't take commitment seriously. As the coordinator for Home Base, a nonprofit organization dedicated to building basic housing for those who would not otherwise be able to afford it, he has a purpose. Now, all he needs is a cure for his loneliness. But when a beautiful blonde volunteer catches his eye, he resolves to keep their relationship ..."
125,tt11766318,Homeward,Homeward,2020,"Animation, Adventure, Family",81,USA,English,Michael Johnson,"Aaron Witlin, David Michael Latt",A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.,2.5,213,"https://m.media-amazon.com/images/M/MV5BNjg2YTIwNjctZWUyZS00YTkyLTg4YTctODdkZjIxMmJhZWFmXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_UY268_CR9,0,182,268_AL_.jpg",    A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.
126,tt9815998,Terapia di letto,Hooking Up,2020,"Comedy, Drama",104,USA,English,Nico Raineau,"Nico Raineau, Lauren Schacher","After he receives a new cancer diagnosis and she is fired from her job as a sex columnist, Bailey and Darla take a road trip that forces them to get intimate with their issues, as well as each other.",5.2,807,"https://m.media-amazon.com/images/M/MV5BNjg2MDllM2MtYmQ0OS00MTVjLWI0MTktOGU1ZGUyMDhlMWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Bailey (Sam Richardson) and Darla (Brittany Snow) embark upon a misguided and mutually deceitful form of therapy, one in which they must drive across the country re-enacting Darla's colorful history as a sex addict. As their true motivations for the road trip come to light, the unlikely pair force one another to confront their issues, discovering that there might actually be more to love than just sex."
127,tt11388406,Horse Girl,Horse Girl,2020,"Drama, Mystery, Thriller",103,USA,English,Jeff Baena,"Jeff Baena, Alison Brie","Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",5.9,12715,"https://m.media-amazon.com/images/M/MV5BMjkxYjU5Y2ItOGE5Yi00ZTg2LTgzNmUtZjI3NTNlOWRhNzllXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg","    Sarah, a socially isolated arts and crafts store employee, finds herself more content in the company of horses and supernatural crime shows than people. But when a series of strangely surreal dreams upend the simplicity of her waking life, Sarah struggles to distinguish her visions from reality. A darkly humorous psychological thriller about a woman's search for the truth, however abstract it may be."
128,tt9794630,The Vanished,Hour of Lead,2020,"Action, Mystery, Thriller",95,USA,English,Peter Facinelli,Peter Facinelli,"Story of a husband and wife that will stop at nothing to find her missing daughter, who disappeared on a family camping trip. When the police don't catch any leads, the duo take over.",5.6,810,"https://m.media-amazon.com/images/M/MV5BYmU0MWZhNmQtOGQ4MC00ZTVlLTkwMTctYzBiY2Q1ZjQyYWJmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY268_CR0,0,182,268_AL_.jpg","    Story of a husband and wife that will stop at nothing to find their missing daughter, who disappeared on a family camping trip. When the police don't catch any leads, the duo take over."
129,tt5575918,Human Zoo,Human Zoo,2020,"Horror, Reality-TV, Thriller",109,USA,English,John E Seymore,"John E Seymore, John D. Crawford","The internet watches live, as reality-show contestants struggle against time to see who will stay in solitary confinement the longest and take home the one million dollar prize.",2.1,241,"https://m.media-amazon.com/images/M/MV5BNTE5MzgwZTktMjVjMi00MGZhLTk5MDQtMzQ4M2E1ODZhNjNmXkEyXkFqcGdeQXVyNDU3Mzg0MA@@._V1_UY268_CR2,0,182,268_AL_.jpg","    The internet watches live, as reality-show contestants struggle against time to see who will stay in solitary confinement the longest and take home the one million dollar prize."
130,tt1369571,I Am Fear,I Am Fear,2020,"Horror, Thriller, War",87,USA,English,Kevin Shulman,"Kevin Shulman, Nathaniel Shulman","Held captive by terrorists, celebrity reporter, Sara Brown, sits in a cell awaiting her filmed beheading. Sara's captors wish to show the world the true face of terror but how can they, when even they have not seen it yet?",4,528,"https://m.media-amazon.com/images/M/MV5BNDAxMTEwMTQtNjQ5Mi00ZDNlLWFlMTEtOTdmOWJkYWY0ZDc4XkEyXkFqcGdeQXVyMjEzMjMzNDc@._V1_UX182_CR0,0,182,268_AL_.jpg","    Held captive by terrorists, celebrity reporter, Sara Brown, sits in a cell awaiting her filmed beheading. Sara's captors wish to show the world the true face of terror but how can they, when even they have not seen it yet?"
131,tt5174992,I Hate the Man in My Basement,I Hate the Man in My Basement,2020,"Comedy, Drama, Romance",103,USA,English,Dustin Cook,Dustin Cook,"After his wife's death, Claude struggles to appear normal while living with a Secret.",5.3,213,"https://m.media-amazon.com/images/M/MV5BMTBmYWU0ZGYtNTRjNi00MmJkLTg0OGItNjI5M2Y2ZjY4MzhkXkEyXkFqcGdeQXVyMjM2NzM3Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg","    After his wife's death, Claude struggles to appear normal while living with a Secret."
132,tt9779516,Cosa mi lasci di te,I Still Believe,2020,"Biography, Drama, Music",116,USA,English,"Andrew Erwin, Jon Erwin","Jeremy Camp, Jon Erwin",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,6.5,6196,"https://m.media-amazon.com/images/M/MV5BZTczOTM1ZGEtNzkyNS00NGRmLWI3YjEtZmRlOGZmMzgzNzU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",    The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.
133,tt10887902,I Used to Go Here,I Used to Go Here,2020,"Comedy, Drama, Romance",80,USA,English,Kris Rey,Kris Rey,"Following the launch of her new novel, 35-year-old writer Kate is invited to speak at her alma matter by her former professor. After accepting the invitation, Kate finds herself deeply enmeshed in the lives of a group of college students.",5.6,854,"https://m.media-amazon.com/images/M/MV5BMThkYWYwMzQtZTUxMi00YTJmLWFiOTItNTAxMWY5ZjE4MmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Following the launch of her new novel, 35-year-old writer Kate is invited to speak at her alma matter by her former professor. After accepting the invitation, Kate finds herself deeply enmeshed in the lives of a group of college students."
134,tt8820348,I Will Make You Mine,I Will Make You Mine,2020,Drama,80,USA,English,Lynn Chen,Lynn Chen,Three women wrestle with life's difficulties while confronting their past relationships with the same man.,5.7,147,"https://m.media-amazon.com/images/M/MV5BMTY2MzcyZGQtY2ZiNC00NWVjLTkwMmUtODUyMzM4MTQxMTRhXkEyXkFqcGdeQXVyNTQxNDM1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",    Three women wrestle with life's difficulties while confronting their past relationships with the same man.
135,tt9749144,Icing on the Cake,Icing on the Cake,2020,Romance,86,USA,English,Ferguson Sauvé-Rogan,"Lisa Chapman, Ferguson Sauvé-Rogan","Victoria Worthington is a talented cake decorator who watches life from the sidelines, as she delivers her fancy cakes to weddings, galas, and fabulous parties, while she goes home ...",5.2,134,"https://m.media-amazon.com/images/M/MV5BOTYwZWY3YzAtOTQ3Yi00ZTRmLWI2NzgtMzQ4MDk4ZGI1OTA4XkEyXkFqcGdeQXVyMjc2MDE1MzQ@._V1_UX182_CR0,0,182,268_AL_.jpg","    Victoria Worthington is a talented cake decorator who watches life from the sidelines, as she delivers her fancy cakes to weddings, galas, and fabulous parties, while she goes home exhausted. While delivering one of her cakes, she mistaken a wealthy, sought-after bachelor, Jacob Adams III, for a waiter who is working at the wedding. Victoria gets her mystery man, who goes by the name of Jake, to help her deliver the cake. They seem to have a special connection and fate steps in when they later reconnect at a coffee shop. He ends up following her to a protest at Adams Development , who is planning on tearing down her beloved bakery, but she has no clue that Jake is one of the Adams in Adams Development. Victoria is falling in love, but will their love survive when she discovers that he is Jacob Adams III and will her business survive?"
